,RecordKey,Website.ID,Website.RecordKey,SiteName,Site.section,ViceCounty,established,GridReference,Projection,Precision,lat,long,transect.OS1936.lat,Transect.OS1936.long,transect_length,section_length,section_grid_ref,H1,H2,H3,H4,habitat_description,L1,L2,land_use_description,Recorder,start_time,end_time,sunshine,wind_speed,temperature,TaxonVersionKey,species,latin,queens,workers,males,unknown,Comment,transect_comment,flower_visited,StartDate,EndDate,DateType,Year,Month,Day,Sensitive,Week,TotalCount,Year_Bin,site_count
320573,323820,36435272,iBRC36435272,RSPB Wallasea Island Seawall 2,RSPB Wallasea Island Seawall 2 - S1,,2019.0,TQ955945,OSGB,100,51.61536853,0.822401907,51.61485499,0.824120952,2531.0,1285.0,TQ955945,,,,,,,,,"Prior, Richard",0.479166667,0.5625,Sunny/Cloudy,1. Slight smoke drift,16.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,,12/06/2024,12/06/2024,D,2024,6,12,False,24,1,2023-2024,7
324231,327478,36593229,iBRC36593229,Swale Way,Swale Way - S3,,2018.0,TQ927645,OSGB,100,51.34690476,0.765654629,51.34636116,0.767355636,1116.0,372.0,TQ927643,17. Dry semi/unimproved (flower rich) neutral grassland,30. Small man-made woodlands,22. Dry scrub/shrub thickets,21. Stands of tall herbs (e.g. nettle and willow-herb beds),"Rabbit grazed grassland, with some scrub, trees and stands of tall vegetation",L6 - Outdoor amenity and open spaces,,Small park for recreational use,"Thorpe, Karen",08:30,09:40,Sunny,1. Slight smoke drift,18.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,1,0,0,0,,"Plenty of flowers for bumblebees. But no bees. 
",Greater Knapweed,23/06/2024,23/06/2024,D,2024,6,23,False,25,1,2023-2024,9
330070,333317,37450932,iBRC37450932,RSPB Bowers Marsh 2,RSPB Bowers Marsh 2 - S2,,2017.0,TQ755860,OSGB,100,51.54560274,0.529598368,51.54508604,0.531281158,1714.0,640.0,TQ758867,17. Dry semi/unimproved (flower rich) neutral grassland,25. Hedgerows,,,"Hardstanding footpath on flower rich neutral semi improved grass, hay meadow on one side, elm hedgerow on other side. Footpath edges seasonally mown, as with section 1. Almost 2 thirds of the way along, the path is flanked by a legume rich turtle dove plot with thorny hedgerow on one side, and hedgerow and seasonally wet semi improved, neutral, ungrazed area on the other side.",L6 - Outdoor amenity and open spaces,L1 - Agriculture,,"Hill, Andy",13:30,14:15,Cloudy,3. Leaves and twigs in slight motion,17.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,Bramble,08/07/2024,08/07/2024,D,2024,7,8,False,28,1,2023-2024,31
330071,333318,37452298,iBRC37452298,RSPB Bowers Marsh 2,RSPB Bowers Marsh 2 - S1,,2017.0,TQ755860,OSGB,100,51.54560274,0.529598368,51.54508604,0.531281158,1714.0,383.0,TQ755867,17. Dry semi/unimproved (flower rich) neutral grassland,26. Mature broadleaved woodland,,,"Hardstanding footpath on flower rich neutral semi improved grass, seasonally mown. Flanked by hedgerow including elm, hawthorn and blackthorn. Adjacent to arable land.",L6 - Outdoor amenity and open spaces,L1 - Agriculture,,"Hill, Andy",11:10,12:15,Sunny/Cloudy,3. Leaves and twigs in slight motion,21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,2,0,0,,,Bristly Ox-tongue,26/07/2024,26/07/2024,D,2024,7,26,False,30,2,2023-2024,31
330072,333319,37389675,iBRC37389675,Fenn Bell Walk Grain Fort,Fenn Bell Walk Grain Fort - S1,,2021.0,TQ891766,OSGB,100,51.45678912,0.720468015,51.45625896,0.722168633,1066.0,332.0,TQ891766,22. Dry scrub/shrub thickets,21. Stands of tall herbs (e.g. nettle and willow-herb beds),31. Recently felled areas/early-stage woodland and coppice,,,L6 - Outdoor amenity and open spaces,,,"Furrents, Amy",16:44,17:20,Sunny/Cloudy,4. Dust raised and small branches move,22.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,Blackberry / Bramble,24/07/2024,24/07/2024,D,2024,7,24,False,30,1,2023-2024,1
330073,333320,37452308,iBRC37452308,RSPB Bowers Marsh 2,RSPB Bowers Marsh 2 - S2,,2017.0,TQ755860,OSGB,100,51.54560274,0.529598368,51.54508604,0.531281158,1714.0,640.0,TQ758867,17. Dry semi/unimproved (flower rich) neutral grassland,25. Hedgerows,,,"Hardstanding footpath on flower rich neutral semi improved grass, hay meadow on one side, elm hedgerow on other side. Footpath edges seasonally mown, as with section 1. Almost 2 thirds of the way along, the path is flanked by a legume rich turtle dove plot with thorny hedgerow on one side, and hedgerow and seasonally wet semi improved, neutral, ungrazed area on the other side.",L6 - Outdoor amenity and open spaces,L1 - Agriculture,,"Hill, Andy",11:10,12:15,Sunny/Cloudy,3. Leaves and twigs in slight motion,21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,2,0,0,,,Spear Thistle,26/07/2024,26/07/2024,D,2024,7,26,False,30,2,2023-2024,31
330074,333321,37451438,iBRC37451438,RSPB West Canvey Marsh,RSPB West Canvey Marsh - S2,,2017.0,TQ770846,OSGB,100,51.53255918,0.550504417,51.53204062,0.552189021,2494.0,480.0,TQ772843,17. Dry semi/unimproved (flower rich) neutral grassland,25. Hedgerows,,,"less flower rich, recently greenhayed meadow, aiming to improve floral diversity in management. These fields are managed for reptiles with a patchy thatch layer. Cattle grazed in late summer.",L6 - Outdoor amenity and open spaces,L1 - Agriculture,,"Hill, Andy",13:05,14:45,Sunny/Cloudy,3. Leaves and twigs in slight motion,23.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,2,0,0,,,Red Bartsia,24/07/2024,24/07/2024,D,2024,7,24,False,30,2,2023-2024,65
330075,333322,37451452,iBRC37451452,RSPB West Canvey Marsh,RSPB West Canvey Marsh - S4,,2017.0,TQ770846,OSGB,100,51.53255918,0.550504417,51.53204062,0.552189021,2494.0,460.0,TQ768845,25. Hedgerows,"32. Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes",22. Dry scrub/shrub thickets,,"footpath between lines of dense hedgerow of elder, blackthorn, bramble, hawthorn, lined with nettle species and other flowering plants",L6 - Outdoor amenity and open spaces,,footpath sides are cut throughout summer to maintain open footpath,"Hill, Andy",13:05,14:45,Sunny/Cloudy,3. Leaves and twigs in slight motion,23.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,Bramble,24/07/2024,24/07/2024,D,2024,7,24,False,30,1,2023-2024,65
330077,333324,37250333,iBRC37250333,RSPB Rainham Marshes - Rainham West 2,RSPB Rainham Marshes - Rainham West 2 - S1,,2021.0,TQ518809,OSGB,100,51.50664776,0.185899071,51.50613221,0.187541176,2542.0,491.0,TQ515801,17. Dry semi/unimproved (flower rich) neutral grassland,25. Hedgerows,21. Stands of tall herbs (e.g. nettle and willow-herb beds),,,L12 - Transport tracks and ways,L6 - Outdoor amenity and open spaces,,"Hoare, Jerry",11:00,12:15,Sunny/Cloudy,3. Leaves and twigs in slight motion,17.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,0,1,,"Section 1: lots of bramble flowers
Section 5: 50% overgrown & impassable
Section 6: 30% overgrown & impassable",,29/05/2024,29/05/2024,D,2024,5,29,False,22,1,2023-2024,47
330078,333325,37451443,iBRC37451443,RSPB West Canvey Marsh,RSPB West Canvey Marsh - S3,,2017.0,TQ770846,OSGB,100,51.53255918,0.550504417,51.53204062,0.552189021,2494.0,423.0,TQ769845,17. Dry semi/unimproved (flower rich) neutral grassland,25. Hedgerows,,,same as previous section,L6 - Outdoor amenity and open spaces,L1 - Agriculture,"same as rpevious section, though ungrazed. Gets a mixed height cut in late summer","Hill, Andy",13:05,14:45,Sunny/Cloudy,3. Leaves and twigs in slight motion,23.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,Bird's-Foot-Trefoil,24/07/2024,24/07/2024,D,2024,7,24,False,30,1,2023-2024,65
330079,333326,37448097,iBRC37448097,Kenfig Castle 2,Kenfig Castle 2 - S3,,2022.0,SS797825,OSGB,100,51.52855609,-3.735597131,51.52809937,-3.734403967,899.0,286.0,SS796826,4. Coastal dune and sand scrub,,,,The latter part of this section is along a track between the edge of a dune slack and a sandy south-facing dune ridge.,L6 - Outdoor amenity and open spaces,L1 - Agriculture,Nature reserve with light cattle and sheep grazing.,"Carrington, David",14:28,15:44,Sunny,"2. Wind felt on face, leaves rustle",22.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,6,0,0,On viper's bugloss and red bartsia flowers,"All common carder bees on total transect were worn workers. Possible that some were worn humilis/muscorum.
Survey by David and Becky Carrington.
We both struggled a bit in the heat. In cooler conditions we may have performed better!",,29/07/2024,29/07/2024,D,2024,7,29,False,31,6,2023-2024,15
330080,333327,37437681,iBRC37437681,RSPB West Canvey Marsh,RSPB West Canvey Marsh - S5,,2017.0,TQ770846,OSGB,100,51.53255918,0.550504417,51.53204062,0.552189021,2494.0,273.0,TQ764847,17. Dry semi/unimproved (flower rich) neutral grassland,22. Dry scrub/shrub thickets,1. Marine saltmarshes/estuaries/saline reedbeds,,sea wall with long vegetation and scattered scrub. Grazed by cattle.,L6 - Outdoor amenity and open spaces,,grazed by cattle. public footpath through middle,"Hill, Andy",10:30,11:45,Sunny,3. Leaves and twigs in slight motion,21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,1,0,0,0,,,Hairy Vetchling,21/06/2024,21/06/2024,D,2024,6,21,False,25,1,2023-2024,65
330081,333328,37250659,iBRC37250659,RSPB Rainham Marshes - river wall & anthill,RSPB Rainham Marshes - river wall & anthill - S1,,2018.0,TQ542789,OSGB,100,51.48802912,0.219579778,51.48751087,0.221224931,2027.0,400.0,TQ547787,17. Dry semi/unimproved (flower rich) neutral grassland,,,,,L6 - Outdoor amenity and open spaces,,,"Hoare, Jerry",11:00,11:50,Sunny,3. Leaves and twigs in slight motion,18.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,1,0,0,0,,,,20/06/2024,20/06/2024,D,2024,6,20,False,25,1,2023-2024,64
330082,333329,37251138,iBRC37251138,RSPB Rainham Marshes - river wall & anthill,RSPB Rainham Marshes - river wall & anthill - S4,,2018.0,TQ542789,OSGB,100,51.48802912,0.219579778,51.48751087,0.221224931,2027.0,88.0,TQ540791,17. Dry semi/unimproved (flower rich) neutral grassland,,,,,L6 - Outdoor amenity and open spaces,,,"Hoare, Jerry",11:00,12:00,Sunny/Cloudy,3. Leaves and twigs in slight motion,19.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,2,0,0,,,,11/07/2024,11/07/2024,D,2024,7,11,False,28,2,2023-2024,64
330083,333330,37452320,iBRC37452320,RSPB Bowers Marsh 2,RSPB Bowers Marsh 2 - S3,,2017.0,TQ755860,OSGB,100,51.54560274,0.529598368,51.54508604,0.531281158,1714.0,230.0,TQ757862,17. Dry semi/unimproved (flower rich) neutral grassland,14. Inland swamp/fen stands without open water (e.g. reed and sedgebeds),1. Marine saltmarshes/estuaries/saline reedbeds,,"Hardstanding footpath, seasonally mown, on flower rich neutral semi improved grass, surrounded by reedbed, and brackish lagoon on one side.",L6 - Outdoor amenity and open spaces,L1 - Agriculture,,"Hill, Andy",11:10,12:15,Sunny/Cloudy,3. Leaves and twigs in slight motion,21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,3,0,0,,,Bristly Ox-tongue,26/07/2024,26/07/2024,D,2024,7,26,False,30,3,2023-2024,31
330084,333331,37450934,iBRC37450934,RSPB Bowers Marsh 2,RSPB Bowers Marsh 2 - S2,,2017.0,TQ755860,OSGB,100,51.54560274,0.529598368,51.54508604,0.531281158,1714.0,640.0,TQ758867,17. Dry semi/unimproved (flower rich) neutral grassland,25. Hedgerows,,,"Hardstanding footpath on flower rich neutral semi improved grass, hay meadow on one side, elm hedgerow on other side. Footpath edges seasonally mown, as with section 1. Almost 2 thirds of the way along, the path is flanked by a legume rich turtle dove plot with thorny hedgerow on one side, and hedgerow and seasonally wet semi improved, neutral, ungrazed area on the other side.",L6 - Outdoor amenity and open spaces,L1 - Agriculture,,"Hill, Andy",13:30,14:15,Cloudy,3. Leaves and twigs in slight motion,17.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,Bird's-Foot-Trefoil,08/07/2024,08/07/2024,D,2024,7,8,False,28,1,2023-2024,31
330085,333332,37451447,iBRC37451447,RSPB West Canvey Marsh,RSPB West Canvey Marsh - S3,,2017.0,TQ770846,OSGB,100,51.53255918,0.550504417,51.53204062,0.552189021,2494.0,423.0,TQ769845,17. Dry semi/unimproved (flower rich) neutral grassland,25. Hedgerows,,,same as previous section,L6 - Outdoor amenity and open spaces,L1 - Agriculture,"same as rpevious section, though ungrazed. Gets a mixed height cut in late summer","Hill, Andy",13:05,14:45,Sunny/Cloudy,3. Leaves and twigs in slight motion,23.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,Mallow,24/07/2024,24/07/2024,D,2024,7,24,False,30,1,2023-2024,65
330086,333333,37052250,iBRC37052250,Crossness to Southmere Lake walk,Crossness to Southmere Lake walk - S2,,2024.0,TQ477802,OSGB,100,51.50144362,0.126573527,51.50092843,0.128208674,1308.0,428.0,TQ479800,29. Lines of trees or scattered trees of parkland,"32. Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes",,,"Line of trees on this section of walkable trail, featuring lots of green bushes and nettles. Part of this route has an area of interest from Shrill Carder.",L6 - Outdoor amenity and open spaces,,"Start of a more secluded walk, away from the main open area. One side has lots of trees in a line, other side has fenced off area for horses. Halfway through the walk, you enter a gate which is still part of the walk to a quieter area.","Jones, Dylan",14:25,15:46,Cloudy,0. Smoke rises vertically,20.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,0,0,Wild Teasel,"Both Shrill Carder sightings were not 100% guarantees, but group decided together that it probably was seen.",,15/07/2024,15/07/2024,D,2024,7,15,False,29,0,2023-2024,4
330087,333334,37052258,iBRC37052258,Crossness to Southmere Lake walk,Crossness to Southmere Lake walk - S3,,2024.0,TQ477802,OSGB,100,51.50144362,0.126573527,51.50092843,0.128208674,1308.0,428.0,TQ481804,21. Stands of tall herbs (e.g. nettle and willow-herb beds),"32. Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes",,,"Continuing the walkable trail, featuring lots of dead nettles, blackberry bushes and greenery. The Shrill Carder has been spotted in this section on 27/04/2024.",L6 - Outdoor amenity and open spaces,,"The walkable area is public, there are horses behind a fenced area.","Jones, Dylan",14:25,15:46,Cloudy,0. Smoke rises vertically,20.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,0,0,Wild Teasel,"Both Shrill Carder sightings were not 100% guarantees, but group decided together that it probably was seen.",,15/07/2024,15/07/2024,D,2024,7,15,False,29,0,2023-2024,4
330088,333335,37448093,iBRC37448093,Kenfig Castle 2,Kenfig Castle 2 - S1,,2022.0,SS797825,OSGB,100,51.52855609,-3.735597131,51.52809937,-3.734403967,899.0,306.0,SS800826,5. Coastal dune and sand woods,10. Fen/swamp/marsh vegetation of inland freshwater edges,,,Walk along margin of fen and scrub. This is usually the best section for shrill carder bees. Ground distubance by cattle trampling and vehicle use seem to enhance the habitat for this species.,L6 - Outdoor amenity and open spaces,L1 - Agriculture,,"Carrington, David",14:28,15:44,Sunny,"2. Wind felt on face, leaves rustle",22.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,3,0,0,On red bartsia flowers,"All common carder bees on total transect were worn workers. Possible that some were worn humilis/muscorum.
Survey by David and Becky Carrington.
We both struggled a bit in the heat. In cooler conditions we may have performed better!",,29/07/2024,29/07/2024,D,2024,7,29,False,31,3,2023-2024,15
330089,333336,37451435,iBRC37451435,RSPB West Canvey Marsh,RSPB West Canvey Marsh - S2,,2017.0,TQ770846,OSGB,100,51.53255918,0.550504417,51.53204062,0.552189021,2494.0,480.0,TQ772843,17. Dry semi/unimproved (flower rich) neutral grassland,25. Hedgerows,,,"less flower rich, recently greenhayed meadow, aiming to improve floral diversity in management. These fields are managed for reptiles with a patchy thatch layer. Cattle grazed in late summer.",L6 - Outdoor amenity and open spaces,L1 - Agriculture,,"Hill, Andy",13:05,14:45,Sunny/Cloudy,3. Leaves and twigs in slight motion,23.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,5,0,0,,,Bird's-Foot-Trefoil,24/07/2024,24/07/2024,D,2024,7,24,False,30,5,2023-2024,65
330090,333337,37269211,iBRC37269211,"Alberta, Seasalter Levels","Alberta, Seasalter Levels - S3",,2016.0,TR080649,OSGB,100,51.34510792,0.985277435,51.3445604,0.987003145,2029.0,666.0,TR078646,17. Dry semi/unimproved (flower rich) neutral grassland,,,,Currently dry unimproved grassland with recent history of specific land management.,L41 - Unused Land,,,"Richardson, Sam",14:45,15:30,Cloudy,5. Small trees in leaf begin to sway,20.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,0,1,0,Spear Thistle,,,22/07/2024,22/07/2024,D,2024,7,22,False,30,1,2023-2024,10
330091,333338,37451433,iBRC37451433,RSPB West Canvey Marsh,RSPB West Canvey Marsh - S1,,2017.0,TQ770846,OSGB,100,51.53255918,0.550504417,51.53204062,0.552189021,2494.0,339.0,TQ772843,17. Dry semi/unimproved (flower rich) neutral grassland,25. Hedgerows,,,legume rich hay meadow,L6 - Outdoor amenity and open spaces,L1 - Agriculture,"hay meadow, seasonally opened for wildflower trail walk","Hill, Andy",13:05,14:45,Sunny/Cloudy,3. Leaves and twigs in slight motion,23.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,Bird's-Foot-Trefoil,24/07/2024,24/07/2024,D,2024,7,24,False,30,1,2023-2024,65
330092,333339,37451445,iBRC37451445,RSPB West Canvey Marsh,RSPB West Canvey Marsh - S3,,2017.0,TQ770846,OSGB,100,51.53255918,0.550504417,51.53204062,0.552189021,2494.0,423.0,TQ769845,17. Dry semi/unimproved (flower rich) neutral grassland,25. Hedgerows,,,same as previous section,L6 - Outdoor amenity and open spaces,L1 - Agriculture,"same as rpevious section, though ungrazed. Gets a mixed height cut in late summer","Hill, Andy",13:05,14:45,Sunny/Cloudy,3. Leaves and twigs in slight motion,23.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,1,0,0,,,Spear Thistle,24/07/2024,24/07/2024,D,2024,7,24,False,30,1,2023-2024,65
330093,333340,37452303,iBRC37452303,RSPB Bowers Marsh 2,RSPB Bowers Marsh 2 - S2,,2017.0,TQ755860,OSGB,100,51.54560274,0.529598368,51.54508604,0.531281158,1714.0,640.0,TQ758867,17. Dry semi/unimproved (flower rich) neutral grassland,25. Hedgerows,,,"Hardstanding footpath on flower rich neutral semi improved grass, hay meadow on one side, elm hedgerow on other side. Footpath edges seasonally mown, as with section 1. Almost 2 thirds of the way along, the path is flanked by a legume rich turtle dove plot with thorny hedgerow on one side, and hedgerow and seasonally wet semi improved, neutral, ungrazed area on the other side.",L6 - Outdoor amenity and open spaces,L1 - Agriculture,,"Hill, Andy",11:10,12:15,Sunny/Cloudy,3. Leaves and twigs in slight motion,21.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,0,3,0,0,,,Bristly Ox-tongue,26/07/2024,26/07/2024,D,2024,7,26,False,30,3,2023-2024,31
330094,333341,36927437,iBRC36927437,Kenfig Castle 2,Kenfig Castle 2 - S3,,2022.0,SS797825,OSGB,100,51.52855609,-3.735597131,51.52809937,-3.734403967,899.0,286.0,SS796826,4. Coastal dune and sand scrub,,,,The latter part of this section is along a track between the edge of a dune slack and a sandy south-facing dune ridge.,L6 - Outdoor amenity and open spaces,L1 - Agriculture,Nature reserve with light cattle and sheep grazing.,"Gallagher, Mary",14:30,15:30,Sunny/Cloudy,3. Leaves and twigs in slight motion,20.0,NHMSYS0000875593,Shrill Carder Bee,Bombus sylvarum,1,0,0,0,,Just two bees on whole transect walk!,,10/05/2024,10/05/2024,D,2024,5,10,False,19,1,2023-2024,15
